School ID,Class ID,Student ID,Gender,Personality Type,Japanese Language,Social Studies,Mathematics,Science,Music,Art,Health and Physical Education,Technology and Home Economics,Foreign Language,Moral Education,Integrated Study Time,Special Activities
24,5,12,Male,ESTP,5,5,2,1,4,5,3,5,2,3,2,4
24,5,13,Male,ESFP,3,3,3,5,2,1,1,4,2,2,3,1
24,5,14,Male,ENTP,2,2,4,1,4,5,4,4,1,5,4,1
24,5,15,Male,INFP,5,2,1,1,2,2,2,2,3,3,5,3
24,5,16,Male,ENFJ,2,5,5,3,2,2,3,1,4,2,1,5
24,5,17,Male,ISFP,4,3,2,1,5,3,5,3,5,1,4,3
24,5,18,Male,ENTP,1,3,3,1,1,1,1,2,3,4,5,4
24,5,19,Male,ESTP,1,2,4,4,4,4,4,1,4,4,3,3
24,5,20,Male,ISTJ,1,2,3,1,2,2,5,2,2,1,3,5
24,5,21,Female,INFP,3,2,2,3,3,5,2,5,2,3,3,4
24,5,22,Female,ESFP,4,1,5,4,1,3,4,2,5,5,1,5
24,5,23,Female,INTJ,3,1,4,3,2,5,5,5,5,1,2,5
24,5,24,Female,ENTJ,3,5,3,2,4,4,4,5,5,5,4,4
24,5,25,Female,INTP,3,2,4,4,3,2,2,4,4,3,5,4
24,5,26,Female,INFJ,4,5,2,3,3,1,3,2,5,1,1,3
24,5,27,Female,ESFJ,3,5,4,4,5,5,3,3,3,4,4,2
24,5,28,Female,ISTJ,3,4,1,5,4,5,3,2,4,2,5,4
24,5,29,Female,ISTJ,1,5,5,2,5,2,5,4,4,2,2,1
24,5,30,Female,INFP,2,1,3,4,2,1,1,1,2,1,3,5
24,5,31,Female,INFP,3,5,3,4,5,2,1,3,3,1,2,5
24,5,32,Female,ISTP,2,3,1,3,2,4,5,5,2,5,2,1
24,5,33,Female,ISFJ,5,2,5,1,4,4,4,3,4,1,3,3
24,5,34,Female,INTJ,4,5,1,2,1,3,1,2,2,3,2,4
24,5,35,Female,ISTJ,5,4,3,2,3,3,3,3,4,2,5,1
24,5,36,Female,ESTP,1,1,1,5,1,2,1,1,3,5,5,1
24,5,37,Female,ESFJ,1,3,5,3,3,3,4,5,5,4,3,2
24,5,38,Female,ISFJ,5,4,3,1,2,2,4,4,3,5,5,2
24,5,39,Female,ESFJ,3,5,2,4,3,2,5,1,3,2,2,2
24,5,40,Female,ESTJ,2,5,5,4,5,5,1,5,3,1,2,3
25,1,1,Male,ENTJ,3,2,1,4,1,1,5,3,4,3,5,2
25,1,2,Male,INFP,3,4,5,2,4,1,3,2,1,2,4,4
25,1,3,Male,ISTJ,2,4,3,4,1,4,4,4,4,3,1,5
25,1,4,Male,INTP,4,5,5,4,4,1,1,2,2,1,2,5
25,1,5,Male,ESFP,3,4,4,1,1,3,3,2,4,3,2,2
25,1,6,Male,ENTJ,2,5,4,5,2,4,5,1,5,5,2,3
25,1,7,Male,ESTJ,1,3,3,3,5,4,5,5,2,2,3,5
25,1,8,Male,INFJ,2,1,3,3,5,2,5,2,4,5,4,1
25,1,9,Male,INTJ,2,2,1,4,1,4,1,2,4,5,2,3
25,1,10,Male,ESFJ,1,5,4,3,5,1,5,1,1,3,3,5
25,1,11,Male,ESFJ,4,4,2,3,5,3,1,1,4,4,4,5
25,1,12,Male,ISFJ,2,3,3,4,1,4,1,2,5,4,2,5
25,1,13,Male,ISFP,2,5,2,4,2,1,2,5,3,3,2,4
25,1,14,Male,ISTJ,2,4,2,2,3,1,2,2,5,5,5,4
25,1,15,Male,ENFJ,3,3,4,4,1,4,2,4,3,2,5,3
25,1,16,Male,ENTJ,5,4,5,2,1,4,1,1,2,2,3,1
25,1,17,Male,INFP,3,1,3,1,5,4,2,5,1,1,2,1
25,1,18,Male,ISTJ,3,5,1,3,1,1,3,1,2,5,2,5
25,1,19,Male,ISFP,1,5,2,3,3,4,1,2,4,4,1,5
25,1,20,Male,ISTP,5,4,2,1,1,2,5,4,1,1,1,5
25,1,21,Female,ESTP,2,4,2,3,2,4,2,2,3,3,1,3
25,1,22,Female,INFJ,2,3,5,5,1,5,5,3,2,4,2,5
25,1,23,Female,ESFP,5,3,3,2,5,5,2,1,3,4,3,5
25,1,24,Female,ENTP,4,2,4,5,4,5,4,5,4,1,2,1
25,1,25,Female,ESFJ,3,5,5,4,4,5,1,3,4,4,5,4
25,1,26,Female,ESTP,2,2,4,2,3,1,1,5,2,1,1,3
25,1,27,Female,ESFP,3,4,4,2,3,5,5,3,4,4,4,1
25,1,28,Female,ENTP,5,3,3,1,4,2,5,2,1,2,4,1
25,1,29,Female,INFJ,5,3,1,2,5,1,1,4,1,3,5,1
25,1,30,Female,ISFP,3,1,5,5,5,1,5,4,2,5,3,3
25,1,31,Female,ISFJ,3,3,4,1,2,3,3,3,2,1,5,1
25,1,32,Female,ESFJ,5,5,1,5,2,2,2,5,4,2,3,4
25,1,33,Female,ESTJ,3,3,3,4,3,5,3,3,1,5,2,2
25,1,34,Female,ISTJ,5,5,5,3,2,3,2,1,1,2,2,3
25,1,35,Female,INFJ,5,5,3,1,2,4,1,2,4,1,1,5
25,1,36,Female,INFP,1,3,4,4,2,2,2,4,5,2,4,2
25,1,37,Female,ESFJ,5,1,1,4,2,3,1,2,5,5,5,5
25,1,38,Female,ESTP,4,5,1,1,5,3,5,2,2,1,5,4
25,1,39,Female,ISTP,1,3,3,1,4,3,3,3,1,2,1,1
25,1,40,Female,INTJ,5,2,4,3,4,2,4,3,5,2,1,2
25,2,1,Male,ENTP,3,5,2,5,2,2,5,3,3,5,4,2
25,2,2,Male,ISTJ,3,5,3,1,3,1,2,5,5,4,1,3
25,2,3,Male,INTJ,2,1,3,2,2,4,3,1,3,4,3,3
25,2,4,Male,ENTP,1,3,5,4,5,2,1,1,5,2,4,4
25,2,5,Male,ISTJ,4,4,2,4,3,2,4,2,4,1,3,1
25,2,6,Male,ESFP,3,3,4,3,3,4,5,2,2,4,4,2
25,2,7,Male,ISFJ,3,1,3,5,1,5,1,1,5,2,1,1
25,2,8,Male,ENFP,2,3,2,5,4,1,4,5,3,5,2,5
25,2,9,Male,ESFJ,3,5,1,4,4,2,2,2,4,3,2,4
25,2,10,Male,ENFP,5,2,2,5,1,5,5,2,1,1,1,5
25,2,11,Male,ESTP,5,4,3,5,1,1,4,4,2,4,4,2
25,2,12,Male,ISTP,3,1,1,4,4,4,1,2,5,3,4,2
25,2,13,Male,INFP,5,3,1,4,5,5,1,3,1,4,3,4
25,2,14,Male,ESTJ,1,1,4,4,3,1,1,3,2,2,4,2
25,2,15,Male,INTJ,5,4,3,4,2,4,5,1,1,3,4,2
25,2,16,Male,ENTJ,1,5,4,5,3,2,3,1,1,5,2,1
25,2,17,Male,ISFJ,1,1,5,4,2,1,3,2,5,3,3,3
25,2,18,Male,INFP,1,4,5,2,2,5,3,5,5,1,5,1
25,2,19,Male,INTP,4,1,5,5,4,2,4,5,2,2,5,3
25,2,20,Male,INFP,2,2,5,1,2,4,4,1,1,5,2,1
25,2,21,Female,ISTJ,5,3,3,1,5,5,3,1,2,4,5,2
25,2,22,Female,ENTJ,4,2,1,2,4,3,4,5,3,1,3,5
25,2,23,Female,INTJ,4,4,4,4,2,3,2,1,5,1,2,4
25,2,24,Female,ENFP,1,3,5,3,5,2,2,2,3,1,1,4
25,2,25,Female,ESTJ,3,3,3,4,4,5,4,5,5,5,2,2
25,2,26,Female,INTJ,5,1,5,5,3,4,3,2,5,1,5,2
25,2,27,Female,ESFP,2,1,4,3,3,1,2,3,4,4,2,2
25,2,28,Female,ESFJ,5,3,5,1,1,4,1,4,1,3,3,5
25,2,29,Female,ISTP,2,5,4,1,3,1,1,2,4,2,1,5
25,2,30,Female,INTP,1,4,5,5,4,1,1,5,1,3,3,3
25,2,31,Female,INTP,2,3,2,1,2,5,1,5,3,3,2,2
25,2,32,Female,ENFJ,4,3,2,2,3,5,4,4,3,1,1,1
25,2,33,Female,ESFJ,2,1,2,5,4,3,4,4,2,4,1,3
25,2,34,Female,ESFP,2,3,5,1,4,3,3,5,3,3,5,1
25,2,35,Female,INFJ,5,4,5,5,2,5,3,5,4,3,3,5
25,2,36,Female,ISFJ,4,2,2,5,3,5,4,2,4,4,2,2
25,2,37,Female,ESFP,5,4,4,3,1,2,5,4,4,5,2,3
25,2,38,Female,ESTJ,1,2,1,5,2,1,3,1,4,5,5,5
25,2,39,Female,ENTJ,1,4,2,5,3,2,4,1,4,5,1,2
25,2,40,Female,ISTP,1,5,4,4,5,1,1,4,4,5,2,3
25,3,1,Male,ISFJ,4,5,2,2,4,5,2,4,1,2,5,1
25,3,2,Male,ISTP,2,1,2,2,4,4,5,5,4,1,1,1
25,3,3,Male,ISTP,3,4,5,5,1,5,1,5,5,5,2,4
25,3,4,Male,ENFP,1,1,3,3,5,2,5,4,1,5,4,3
25,3,5,Male,ENTJ,3,1,2,2,1,2,2,2,1,2,4,1
25,3,6,Male,ENTP,5,1,3,5,2,1,4,4,5,5,5,4
25,3,7,Male,ESFJ,4,2,1,2,4,4,5,5,5,3,5,2
25,3,8,Male,ESFP,2,4,2,5,3,1,4,4,4,5,4,3
25,3,9,Male,INTJ,3,4,4,5,4,2,2,2,5,1,5,4
25,3,10,Male,ESTJ,4,1,1,2,4,1,3,5,3,4,4,5
25,3,11,Male,ESTP,2,3,1,4,5,2,4,5,3,3,3,2
25,3,12,Male,ESTP,2,1,2,2,5,3,1,2,4,2,1,3
25,3,13,Male,ENTJ,2,3,4,4,2,5,1,1,3,3,4,1
25,3,14,Male,ISTJ,4,1,4,4,2,4,1,4,2,2,5,2
25,3,15,Male,INTJ,5,1,3,3,1,1,2,3,2,4,3,1
25,3,16,Male,ENTP,3,3,4,3,2,4,1,5,4,4,4,3
25,3,17,Male,ESFP,4,4,4,2,5,1,1,5,2,5,4,3
25,3,18,Male,ISFP,2,5,1,5,5,5,2,4,4,1,2,3
25,3,19,Male,ESTJ,1,3,3,4,3,2,1,2,1,3,3,1
25,3,20,Male,INFP,1,3,5,1,5,1,2,1,2,4,5,1
25,3,21,Female,ISFJ,1,5,5,4,5,4,2,4,5,1,3,1
25,3,22,Female,ENTP,4,5,3,2,4,2,1,4,5,4,4,3
25,3,23,Female,ISFP,4,1,2,4,2,3,4,4,1,5,2,5
25,3,24,Female,ENTP,2,4,1,4,3,2,2,1,4,5,5,1
25,3,25,Female,ENFJ,1,1,2,1,5,2,3,5,2,3,3,4
25,3,26,Female,ISFP,1,3,5,3,1,2,3,3,4,1,2,5
25,3,27,Female,INTJ,4,1,5,4,5,5,3,1,4,3,2,3
25,3,28,Female,ENTP,4,3,3,4,5,1,1,1,1,3,5,5
25,3,29,Female,ISFP,5,2,5,4,1,4,1,4,1,4,5,4
25,3,30,Female,INTP,1,3,3,2,3,5,3,5,2,3,5,4
25,3,31,Female,ISFP,1,5,2,3,3,3,4,4,5,1,4,5
25,3,32,Female,ESFJ,1,1,3,3,1,3,1,2,1,4,5,5
25,3,33,Female,INFP,4,4,4,1,4,4,3,1,4,1,1,4
25,3,34,Female,ISFJ,3,4,3,1,1,1,2,3,5,5,5,1
25,3,35,Female,ENFP,1,3,1,1,2,1,5,1,4,2,4,2
25,3,36,Female,ENTJ,5,3,5,4,3,4,1,3,2,2,3,5
25,3,37,Female,ESTP,2,5,3,1,1,2,3,5,5,2,3,2
25,3,38,Female,INTP,4,5,1,1,4,2,4,2,1,5,4,3
25,3,39,Female,ISTP,4,3,4,2,4,3,4,2,4,5,1,4
25,3,40,Female,ESTP,2,3,1,5,2,4,5,3,2,5,1,1
25,4,1,Male,ESTP,1,5,3,1,3,2,4,5,1,4,5,1
25,4,2,Male,ISFP,4,1,3,1,2,4,4,1,2,2,3,4
25,4,3,Male,ESFJ,1,1,4,5,5,1,2,4,1,1,1,4
25,4,4,Male,ENTJ,5,3,4,3,4,1,1,2,5,2,1,3
25,4,5,Male,ENTJ,4,5,4,5,4,5,1,2,2,4,4,2
25,4,6,Male,ENTP,2,1,4,1,2,3,5,1,5,1,5,4
25,4,7,Male,ENTJ,1,1,1,1,2,2,3,2,5,3,2,4
25,4,8,Male,INFJ,1,3,2,5,2,3,1,2,2,1,5,5
25,4,9,Male,INTP,1,4,2,1,5,1,1,4,3,5,2,1
25,4,10,Male,ESTP,3,1,4,5,4,4,5,5,3,5,4,2
25,4,11,Male,INFJ,5,1,4,3,2,5,4,3,1,1,2,3
25,4,12,Male,ISFJ,5,3,2,1,2,4,2,5,3,2,1,2
25,4,13,Male,INFJ,5,2,1,4,3,4,2,5,1,4,1,3
25,4,14,Male,ESFJ,2,3,1,1,4,2,3,3,5,2,4,5
25,4,15,Male,ESFJ,4,4,2,4,1,4,3,5,4,2,2,2
25,4,16,Male,ENTP,3,2,1,3,1,3,2,2,1,4,4,4
25,4,17,Male,ISFP,4,3,3,3,4,1,1,1,1,1,4,1
25,4,18,Male,INTP,2,1,3,2,1,4,1,1,1,1,5,2
25,4,19,Male,INTJ,3,4,1,4,1,3,5,1,4,2,1,2
25,4,20,Male,INFP,2,2,3,4,2,4,5,1,4,4,3,1
25,4,21,Female,ENFP,5,2,3,3,1,3,3,2,3,4,2,1
25,4,22,Female,INFJ,3,3,2,2,3,1,5,2,4,4,4,1
25,4,23,Female,ISFP,5,5,2,3,5,1,4,5,4,2,1,3
25,4,24,Female,ESFP,5,4,2,1,5,3,1,4,5,4,5,4
25,4,25,Female,ESFP,4,3,3,1,3,3,3,2,3,3,3,3
25,4,26,Female,INTP,5,2,5,1,5,3,2,1,3,5,2,1
25,4,27,Female,ESTJ,5,4,3,5,4,3,4,1,2,4,1,5
25,4,28,Female,ENFJ,4,2,3,3,3,1,2,1,1,5,5,1
25,4,29,Female,ISFP,1,4,1,3,2,4,1,3,1,5,3,4
25,4,30,Female,ISFJ,4,2,2,1,1,1,4,3,2,4,5,2
25,4,31,Female,ESTJ,1,2,3,5,3,3,2,5,4,1,4,3
25,4,32,Female,ENTP,5,2,4,1,5,2,1,5,4,5,4,3
25,4,33,Female,ISFJ,3,1,5,5,5,1,1,1,4,2,5,1
25,4,34,Female,ENFJ,1,2,5,2,3,5,4,4,3,2,2,3
25,4,35,Female,INFJ,1,3,5,2,3,4,4,1,2,1,4,4
25,4,36,Female,ISTJ,1,3,4,5,5,3,3,4,1,2,4,2
25,4,37,Female,INFJ,3,2,4,5,3,1,5,2,4,3,3,4
25,4,38,Female,ISTP,3,5,5,4,4,4,3,3,2,1,2,2
25,4,39,Female,INTJ,2,1,3,2,5,5,3,2,4,1,1,1
25,4,40,Female,ISTP,5,3,1,2,3,3,1,4,2,3,3,1
25,5,1,Male,ISFJ,2,5,5,4,4,1,3,3,4,5,3,3
25,5,2,Male,INTP,5,4,3,5,5,1,1,5,3,3,4,5
25,5,3,Male,INFJ,3,5,2,3,1,3,4,3,3,4,5,4
25,5,4,Male,ESFJ,2,3,3,5,2,2,3,5,5,1,1,3
25,5,5,Male,INFP,2,3,4,3,3,3,1,4,4,4,2,5
25,5,6,Male,ESTP,2,5,3,2,3,4,1,5,1,3,3,1
25,5,7,Male,ENTP,1,2,2,1,4,3,2,1,1,2,2,4
25,5,8,Male,INTP,1,1,5,2,2,5,1,5,5,1,2,1
25,5,9,Male,INFP,3,5,4,5,2,4,1,5,3,5,5,2
25,5,10,Male,ISFP,4,1,3,3,1,2,2,1,3,2,3,3
25,5,11,Male,ENFP,2,1,5,5,2,2,1,4,2,5,1,1
25,5,12,Male,ISTP,1,4,4,5,5,4,5,2,5,1,2,1
25,5,13,Male,INFJ,5,4,5,1,5,5,4,5,3,3,4,4
25,5,14,Male,ISFJ,4,3,3,2,2,4,1,4,1,1,5,2
25,5,15,Male,INFP,1,4,4,5,1,1,4,1,3,5,1,3
25,5,16,Male,ISTJ,5,4,2,4,5,3,2,1,3,3,5,5
25,5,17,Male,ISFP,3,2,5,4,5,5,2,5,4,1,2,1
25,5,18,Male,INTP,3,2,4,5,5,2,1,4,1,3,4,1
25,5,19,Male,ESTJ,1,3,3,5,4,1,2,5,4,4,5,1
25,5,20,Male,ISFP,5,3,5,4,4,2,2,4,5,2,4,5
25,5,21,Female,ISTJ,1,2,2,5,3,5,2,2,2,5,4,2
25,5,22,Female,ISFJ,4,5,4,3,5,3,5,3,1,5,3,3
25,5,23,Female,ESFP,1,5,4,1,2,2,2,1,2,2,2,2
25,5,24,Female,ENFP,2,3,3,3,5,5,2,3,1,4,4,2
25,5,25,Female,ISFP,2,4,5,5,4,3,4,4,2,2,4,4
25,5,26,Female,INFP,4,1,5,2,2,5,4,5,3,4,1,3
25,5,27,Female,ISFP,3,3,3,5,2,1,2,3,3,3,4,5
25,5,28,Female,ENTJ,1,5,5,1,1,3,5,2,3,4,5,4
25,5,29,Female,ESTJ,4,2,1,5,2,1,2,2,2,1,4,1
25,5,30,Female,INTJ,2,5,1,1,4,5,1,4,4,4,1,1
25,5,31,Female,ESFP,5,2,4,5,3,1,5,2,2,1,2,3
25,5,32,Female,ENTJ,5,4,2,3,4,4,2,1,3,2,3,2
25,5,33,Female,ENTP,3,2,5,2,4,5,5,1,5,4,5,3
25,5,34,Female,ENFP,4,4,5,5,5,1,3,2,3,2,4,5
25,5,35,Female,INFP,4,5,2,4,2,3,5,5,3,4,5,3
25,5,36,Female,ESFP,2,4,3,2,4,1,1,3,5,3,2,2
25,5,37,Female,ISTP,3,1,1,3,5,3,1,4,5,3,4,2
25,5,38,Female,ENTJ,3,3,3,4,4,4,1,1,3,2,4,2
25,5,39,Female,ENTP,5,2,3,1,3,5,4,2,3,1,5,4
25,5,40,Female,INTP,4,4,5,3,4,1,5,3,1,5,5,3
26,1,1,Male,INFP,2,2,5,5,3,1,1,3,4,4,4,1
26,1,2,Male,ESFP,5,5,1,4,3,5,3,3,5,3,2,3
26,1,3,Male,ENFP,2,3,3,2,3,5,5,2,1,2,2,2
26,1,4,Male,ENFJ,2,2,3,3,1,4,3,4,3,5,3,2
26,1,5,Male,ESFJ,5,2,1,3,2,5,4,3,3,3,4,4
26,1,6,Male,INTJ,2,1,4,5,2,3,3,5,4,4,1,1
26,1,7,Male,INFJ,2,3,3,3,3,1,2,4,5,4,3,1
26,1,8,Male,ISFP,1,4,3,1,5,5,5,1,1,4,3,5
26,1,9,Male,ENTP,4,4,4,4,1,5,5,4,2,2,5,2
26,1,10,Male,ISFP,3,1,4,3,1,3,4,3,3,4,4,2
26,1,11,Male,ISTP,5,5,4,5,4,5,3,4,4,3,5,4
26,1,12,Male,ISFJ,3,5,5,4,5,4,3,2,1,1,3,2
26,1,13,Male,ENTP,5,2,5,3,4,5,3,1,1,3,3,5
26,1,14,Male,INFP,4,4,5,4,3,3,3,3,3,2,5,2
26,1,15,Male,ESTJ,4,1,4,3,3,4,1,1,1,4,5,4
26,1,16,Male,ISFJ,5,3,5,2,3,5,1,5,2,5,5,3
26,1,17,Male,ESFJ,2,3,1,3,4,1,4,2,4,5,3,2
26,1,18,Male,INFJ,3,5,1,2,5,1,4,1,3,1,4,4
26,1,19,Male,INTP,1,2,3,2,5,5,1,4,4,4,1,3
26,1,20,Male,ENFJ,1,4,3,4,4,1,1,5,2,2,1,4
26,1,21,Female,ESTP,3,1,3,4,1,2,2,4,5,5,1,3
26,1,22,Female,ENFJ,2,4,2,2,5,2,4,3,4,1,1,4
26,1,23,Female,ESTP,1,2,1,5,3,5,2,2,2,5,1,4
26,1,24,Female,INTJ,5,5,1,3,3,2,5,4,4,5,3,3
26,1,25,Female,INFJ,1,4,4,4,3,5,4,5,1,4,2,5
26,1,26,Female,ISFP,1,5,2,1,4,2,5,5,5,3,5,3
26,1,27,Female,INTP,2,4,4,4,4,5,3,4,4,2,4,4
26,1,28,Female,INFP,2,3,5,5,5,5,1,1,1,5,4,1
26,1,29,Female,ISTP,5,1,1,5,5,2,3,5,3,2,1,5
26,1,30,Female,ISFJ,3,2,3,4,1,4,5,1,5,2,4,4
26,1,31,Female,ESFP,1,1,2,3,4,3,1,4,4,1,5,1
26,1,32,Female,INFP,3,4,1,4,3,5,1,4,3,3,3,1
26,1,33,Female,INFJ,5,4,2,5,5,1,2,3,1,4,2,4
26,1,34,Female,ENTJ,3,4,2,2,4,3,2,3,1,4,1,3
26,1,35,Female,ENFJ,5,5,2,4,2,3,1,1,2,5,5,3
26,1,36,Female,INTP,2,5,2,3,4,4,5,3,5,2,1,1
26,1,37,Female,ISTP,1,4,5,4,5,2,3,2,5,3,1,1
26,1,38,Female,ISFJ,4,3,4,4,3,4,2,4,1,1,1,2
26,1,39,Female,ISTJ,3,5,2,5,5,2,3,5,1,5,4,2
26,1,40,Female,ENFP,5,1,2,1,5,1,1,3,1,2,2,4
26,2,1,Male,ISTJ,4,4,4,1,3,5,2,3,5,2,5,2
26,2,2,Male,INTP,1,1,5,2,4,5,1,4,3,5,5,3
26,2,3,Male,ISFJ,2,1,4,5,5,5,4,5,3,5,3,3
26,2,4,Male,ENTJ,2,3,4,4,2,2,4,5,3,4,4,2
26,2,5,Male,INTJ,5,4,2,4,2,3,3,5,2,2,1,2
26,2,6,Male,ENFP,1,3,4,2,1,2,2,3,5,1,3,3
26,2,7,Male,ESFP,1,3,3,3,3,1,3,1,5,5,5,5
26,2,8,Male,ESTP,1,4,3,5,3,1,1,3,5,4,4,5
26,2,9,Male,INFP,4,2,5,4,2,2,3,3,4,4,4,2
26,2,10,Male,ISFJ,1,3,5,4,4,1,4,3,3,4,1,2
26,2,11,Male,INTP,2,3,5,3,3,2,2,2,5,5,3,3
26,2,12,Male,INTJ,3,4,3,1,1,1,4,1,5,1,3,2
26,2,13,Male,ESTJ,4,4,4,5,4,2,2,4,2,1,3,3
26,2,14,Male,ISFJ,3,2,2,3,5,2,3,4,2,2,3,5
26,2,15,Male,ENFJ,3,1,5,2,5,5,5,1,4,2,4,1
26,2,16,Male,ESFJ,1,1,3,2,3,4,5,4,5,1,2,5
26,2,17,Male,INTJ,4,2,3,3,4,1,3,3,5,4,2,4
26,2,18,Male,ESTP,1,5,1,4,4,1,4,3,3,3,2,3
26,2,19,Male,ESFJ,5,1,2,1,1,1,5,2,1,2,2,1
26,2,20,Male,ENTJ,3,5,2,5,5,1,2,4,4,5,3,4
26,2,21,Female,ESFJ,4,5,3,4,2,4,2,2,3,2,1,5
26,2,22,Female,ISFJ,1,1,4,5,1,2,3,1,3,4,4,5
26,2,23,Female,INFJ,4,5,4,5,5,4,1,2,3,4,4,4
26,2,24,Female,ISTJ,2,1,1,3,4,3,1,3,5,3,3,4
26,2,25,Female,ENFP,5,5,3,3,5,3,1,4,3,5,1,4
26,2,26,Female,ESTJ,2,2,5,5,5,1,5,5,5,1,4,1
26,2,27,Female,INTP,1,2,2,4,3,3,1,5,2,2,4,4
26,2,28,Female,ENFP,2,5,3,1,2,3,2,3,5,1,2,4
26,2,29,Female,ESTJ,4,1,1,2,4,3,4,1,1,4,4,2
26,2,30,Female,ENFJ,4,5,3,3,5,2,5,5,4,5,5,4
26,2,31,Female,ISFP,1,3,2,2,1,2,5,1,5,5,3,5
26,2,32,Female,ISTJ,1,4,1,3,2,4,4,1,1,1,5,5
26,2,33,Female,INFJ,2,5,1,1,5,5,1,3,1,4,4,1
26,2,34,Female,INFJ,3,2,5,1,3,5,1,3,3,5,4,3
26,2,35,Female,ENFJ,1,2,4,3,5,3,3,5,3,4,5,1
26,2,36,Female,ISTP,3,1,1,4,4,1,2,3,5,2,3,4
26,2,37,Female,ISTP,1,5,3,5,3,4,4,1,1,5,2,5
26,2,38,Female,ESTJ,2,5,4,4,3,1,1,2,2,3,1,4
26,2,39,Female,ISTP,1,3,3,5,4,4,4,3,4,3,5,3
26,2,40,Female,ISTP,5,1,4,2,1,5,5,3,5,2,3,1
26,3,1,Male,ENTP,3,3,2,2,3,1,1,1,1,5,2,1
26,3,2,Male,ISTJ,4,5,5,1,2,1,3,5,1,5,4,5
26,3,3,Male,INFJ,3,4,4,3,5,1,2,3,5,2,1,3
26,3,4,Male,INFP,2,2,4,5,2,5,2,3,5,4,1,2
26,3,5,Male,ENFJ,4,4,4,3,4,5,1,3,4,4,2,5
26,3,6,Male,INTJ,1,5,4,1,4,1,4,4,2,4,4,1
26,3,7,Male,INTJ,3,4,3,1,3,2,4,5,3,1,5,1
26,3,8,Male,ESFJ,2,4,2,3,2,1,3,1,1,5,2,1
26,3,9,Male,ENFJ,4,3,2,3,3,5,5,1,5,5,2,2
26,3,10,Male,ESTP,2,3,2,3,1,1,3,1,2,4,3,4
26,3,11,Male,ISFJ,3,2,3,5,2,3,5,5,4,3,2,5
26,3,12,Male,ISTP,1,5,1,5,5,5,3,3,3,5,2,4
26,3,13,Male,ENFP,3,5,5,4,4,1,1,4,2,2,1,1
26,3,14,Male,ESTP,5,2,4,2,3,1,5,4,3,4,4,4
26,3,15,Male,ESFP,2,5,5,3,2,5,4,5,4,3,3,3
26,3,16,Male,ISFP,2,1,5,5,2,3,5,3,1,1,3,3
26,3,17,Male,ENTP,2,1,4,4,4,1,5,2,1,4,1,2
26,3,18,Male,ESTJ,4,2,1,3,3,3,3,1,1,1,4,2
26,3,19,Male,ENFP,2,1,3,5,4,5,1,2,1,3,1,5
26,3,20,Male,ISTP,4,4,4,2,5,4,3,5,4,5,3,2
26,3,21,Female,ENFP,1,4,3,2,4,2,3,3,4,5,5,1
26,3,22,Female,INTJ,3,2,5,3,4,4,2,4,3,2,2,5
26,3,23,Female,ENTP,4,4,2,2,2,5,1,4,1,2,3,5
26,3,24,Female,ENFP,5,4,4,1,1,2,3,2,1,4,5,2
26,3,25,Female,ISFP,3,1,3,4,5,2,2,2,2,4,5,4
26,3,26,Female,ENTJ,2,1,2,4,5,2,1,1,2,5,4,1
26,3,27,Female,INTP,3,4,5,3,5,2,1,2,4,5,1,2
26,3,28,Female,ESFP,5,2,4,2,1,3,4,5,3,2,4,3
26,3,29,Female,INTP,3,4,3,5,3,3,3,5,4,4,2,1
26,3,30,Female,ESFP,1,3,5,2,1,1,3,3,1,3,1,2
26,3,31,Female,ESFP,1,3,4,4,5,5,5,1,3,5,3,4
26,3,32,Female,ISTP,1,5,4,2,4,2,4,5,3,4,3,3
26,3,33,Female,INTJ,1,5,3,3,5,1,1,2,5,1,3,4
26,3,34,Female,ENFJ,3,1,4,4,1,1,1,5,1,3,1,3
26,3,35,Female,ISFJ,2,2,4,3,1,3,3,4,5,3,2,1
26,3,36,Female,INFP,3,5,3,2,5,1,5,5,4,4,3,4
26,3,37,Female,ISTP,2,5,3,2,3,1,2,4,5,1,4,4
26,3,38,Female,ESFJ,5,1,1,4,2,5,1,4,3,1,1,4
26,3,39,Female,ISTJ,5,3,1,4,1,1,5,4,3,5,1,1
26,3,40,Female,ESTJ,5,1,2,2,4,3,4,3,5,3,5,2
26,4,1,Male,ESTJ,2,5,3,2,4,4,4,5,3,3,2,5
26,4,2,Male,ENTJ,4,3,3,1,4,3,2,4,4,1,5,1
26,4,3,Male,ESFJ,4,2,5,1,1,1,3,3,4,2,5,1
26,4,4,Male,INTJ,2,3,3,5,5,2,5,2,1,1,1,1
26,4,5,Male,ESFJ,2,3,5,4,2,4,3,5,4,1,5,3
26,4,6,Male,INFP,4,5,4,2,5,3,2,1,2,4,3,5
26,4,7,Male,ESTJ,5,3,2,2,1,4,5,1,3,2,1,3
26,4,8,Male,INFP,5,2,1,1,1,1,5,4,4,1,3,2
26,4,9,Male,ENFP,4,5,4,5,1,1,2,5,1,2,4,1
26,4,10,Male,ISFP,2,1,4,4,5,4,3,2,2,3,4,2
26,4,11,Male,INFP,5,2,4,2,2,2,5,5,1,3,3,5
26,4,12,Male,ENFJ,3,2,2,1,4,2,4,3,2,4,4,2
26,4,13,Male,ISTJ,3,3,5,3,1,1,3,4,1,4,2,3
26,4,14,Male,ESTP,4,3,1,5,4,4,5,3,4,3,1,5
